id,architecture,mode,index,population,n_iterations,crossover,mutation,n_cnots,time,destination_file
../circuits/steiner/9qubits/3/Original0.qasm,9q-square,steiner,,,,,,10,0.006540060043334961,../circuits/steiner/9qubits/3/9q-square/steiner/Original0.qasm
../circuits/steiner/9qubits/3/Original1.qasm,9q-square,steiner,,,,,,15,0.010700702667236328,../circuits/steiner/9qubits/3/9q-square/steiner/Original1.qasm
../circuits/steiner/9qubits/3/Original10.qasm,9q-square,steiner,,,,,,27,0.010492324829101562,../circuits/steiner/9qubits/3/9q-square/steiner/Original10.qasm
../circuits/steiner/9qubits/3/Original11.qasm,9q-square,steiner,,,,,,27,0.011410951614379883,../circuits/steiner/9qubits/3/9q-square/steiner/Original11.qasm
../circuits/steiner/9qubits/3/Original12.qasm,9q-square,steiner,,,,,,14,0.009671449661254883,../circuits/steiner/9qubits/3/9q-square/steiner/Original12.qasm
../circuits/steiner/9qubits/3/Original13.qasm,9q-square,steiner,,,,,,4,0.00904989242553711,../circuits/steiner/9qubits/3/9q-square/steiner/Original13.qasm
../circuits/steiner/9qubits/3/Original14.qasm,9q-square,steiner,,,,,,6,0.009376764297485352,../circuits/steiner/9qubits/3/9q-square/steiner/Original14.qasm
../circuits/steiner/9qubits/3/Original15.qasm,9q-square,steiner,,,,,,14,0.009918928146362305,../circuits/steiner/9qubits/3/9q-square/steiner/Original15.qasm
../circuits/steiner/9qubits/3/Original16.qasm,9q-square,steiner,,,,,,6,0.009422063827514648,../circuits/steiner/9qubits/3/9q-square/steiner/Original16.qasm
../circuits/steiner/9qubits/3/Original17.qasm,9q-square,steiner,,,,,,8,0.009603500366210938,../circuits/steiner/9qubits/3/9q-square/steiner/Original17.qasm
../circuits/steiner/9qubits/3/Original18.qasm,9q-square,steiner,,,,,,8,0.009639501571655273,../circuits/steiner/9qubits/3/9q-square/steiner/Original18.qasm
../circuits/steiner/9qubits/3/Original19.qasm,9q-square,steiner,,,,,,13,0.00995779037475586,../circuits/steiner/9qubits/3/9q-square/steiner/Original19.qasm
../circuits/steiner/9qubits/3/Original2.qasm,9q-square,steiner,,,,,,9,0.00972890853881836,../circuits/steiner/9qubits/3/9q-square/steiner/Original2.qasm
../circuits/steiner/9qubits/3/Original3.qasm,9q-square,steiner,,,,,,4,0.00919198989868164,../circuits/steiner/9qubits/3/9q-square/steiner/Original3.qasm
../circuits/steiner/9qubits/3/Original4.qasm,9q-square,steiner,,,,,,13,0.009812593460083008,../circuits/steiner/9qubits/3/9q-square/steiner/Original4.qasm
../circuits/steiner/9qubits/3/Original5.qasm,9q-square,steiner,,,,,,14,0.009797334671020508,../circuits/steiner/9qubits/3/9q-square/steiner/Original5.qasm
../circuits/steiner/9qubits/3/Original6.qasm,9q-square,steiner,,,,,,14,0.009848356246948242,../circuits/steiner/9qubits/3/9q-square/steiner/Original6.qasm
../circuits/steiner/9qubits/3/Original7.qasm,9q-square,steiner,,,,,,11,0.009605884552001953,../circuits/steiner/9qubits/3/9q-square/steiner/Original7.qasm
../circuits/steiner/9qubits/3/Original8.qasm,9q-square,steiner,,,,,,7,0.009240388870239258,../circuits/steiner/9qubits/3/9q-square/steiner/Original8.qasm
../circuits/steiner/9qubits/3/Original9.qasm,9q-square,steiner,,,,,,10,0.00949239730834961,../circuits/steiner/9qubits/3/9q-square/steiner/Original9.qasm
../circuits/steiner/9qubits/3/Original0.qasm,9q-square,gauss,,,,,,3,0.008777379989624023,../circuits/steiner/9qubits/3/9q-square/gauss/Original0.qasm
../circuits/steiner/9qubits/3/Original1.qasm,9q-square,gauss,,,,,,3,0.00895833969116211,../circuits/steiner/9qubits/3/9q-square/gauss/Original1.qasm
../circuits/steiner/9qubits/3/Original10.qasm,9q-square,gauss,,,,,,5,0.008920907974243164,../circuits/steiner/9qubits/3/9q-square/gauss/Original10.qasm
../circuits/steiner/9qubits/3/Original11.qasm,9q-square,gauss,,,,,,4,0.008848190307617188,../circuits/steiner/9qubits/3/9q-square/gauss/Original11.qasm
../circuits/steiner/9qubits/3/Original12.qasm,9q-square,gauss,,,,,,3,0.004885196685791016,../circuits/steiner/9qubits/3/9q-square/gauss/Original12.qasm
../circuits/steiner/9qubits/3/Original13.qasm,9q-square,gauss,,,,,,3,0.008787155151367188,../circuits/steiner/9qubits/3/9q-square/gauss/Original13.qasm
../circuits/steiner/9qubits/3/Original14.qasm,9q-square,gauss,,,,,,3,0.004854440689086914,../circuits/steiner/9qubits/3/9q-square/gauss/Original14.qasm
../circuits/steiner/9qubits/3/Original15.qasm,9q-square,gauss,,,,,,4,0.005465269088745117,../circuits/steiner/9qubits/3/9q-square/gauss/Original15.qasm
